2,4,6,8,10,12,16,30
0.004796,0.013558,0.022539,0.031096,0.043485,0.074948,0.091911,0.522562
0.007337,0.024073,0.034943,0.048635,0.070916,0.13827,0.1369365,0.959474
0.007156,0.035038,0.057493,0.091916,0.125201,0.264805,0.2546905,1.792572
,0.059673,0.0566355,0.148796,0.220849,0.41277,0.4289535,1.787576
,0.103599,0.1005075,0.260438,0.347209,0.712694,0.593666,3.381772
,,0.1332585,0.260984,0.344668,1.246284,0.904783,6.522198
,,0.234598,0.39448,0.645437,2.39311,1.752461,12.830849
,,,0.636591,1.014567,4.493214,3.2084185,24.490449
,,,1.211204,1.867921,8.744523,6.1943135,47.189325
,,,,1.835764,17.71445,12.017803,97.02119
,,,,3.344758,35.912496,24.638792,193.022539
,,,,,35.302326,52.2791505,337.530046
,,,,,74.436007,97.0505975,694.474433
,,,,,,208.6088625,1282.934866
,,,,,,370.610252,2460.990117
,,,,,,382.238076,2508.41929
,,,,,,720.69227,4475.486463
,,,,,,,8243.773901
,,,,,,,15739.69146
,,,,,,,32101.28984
,,,,,,,78335.08384
,,,,,,,592334.5785
,,,,,,,601286.542
